Sample,Total Profit
0,1.17287000000033
1,1.17287000000033
2,1.17287000000033
3,1.17287000000033
4,1.17287000000033
5,1.17287000000033
6,1.17287000000033
7,0
8,1.17287000000033
9,1.17287000000033
