Sample,Total Profit
0,6.470994999997856
1,6.470994999997856
2,6.470994999997856
3,0.566209999997227
4,6.470994999997856
5,6.470994999997856
6,6.470994999997856
7,0.566209999997227
8,6.470994999997856
9,0.2831099999984872
