Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,-15.570854999999938
9,-32.274139999999534
10,-16.015739999998914
11,1.17287000000033
12,1.17287000000033
13,1.17287000000033
14,1.17287000000033
15,1.17287000000033
16,1.17287000000033
17,1.17287000000033
