Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,-3.3163899999999558
7,-6.390117999999347
8,-9.504288999998607
9,-12.844945999999254
10,0.1617740000001504
11,0.1617740000001504
12,0.1617740000001504
13,0.1617740000001504
14,0.1617740000001504
