Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,-16.58194999999978
7,-1.2133099999991828
8,-16.78416499999912
9,-16.78416499999912
10,-0.5257649999985006
11,-0.5257649999985006
12,-0.5257649999985006
13,-0.5257649999985006
14,-0.5257649999985006
15,-0.5257649999985006
16,-0.5257649999985006
17,-0.5257649999985006
