Day,Profit
0,0
1,-3.0737279999993916
2,0.27501699999993434
3,0.27501699999993434
4,-3.284036000000924
5,-6.681313000000955
6,-6.681313000000955
7,-9.755041000000347
8,-12.869211999999607
9,-16.209869000000253
10,0.048531000000366475
11,0.048531000000366475
12,-3.3487459999996645
13,0.20221900000069581
