Day,Profit
0,0
1,0
2,0
3,0
4,0
5,-3.397277000000031
6,-6.713666999999987
7,-9.787394999999378
8,-12.901565999998638
9,-16.242222999999285
10,0.016177000001334818
11,0.016177000001334818
12,-3.381099999998696
13,0.16986500000166416
