Iteration,Reward
0,0.0831522691684869
1,0.0521116494788897
2,0.025519849744802092
3,0.02299211977007778
4,0.03310311966898312
5,0.03336599966634545
6,0.03310311966898312
7,0.03336599966634545
8,0.03336599966634545
9,0.03336599966634545
10,0.04574176954260468
11,0.03563076964369934
12,0.04574176954260468
13,0.04068630959313786
14,0.04321403956784398
15,0.03563076964369934
16,0.10590205894100524
17,0.10590205894100524
18,0.05787491942126374
19,0.0856800191432178
20,0.031343799686575295
21,0.08149429918508823
22,0.0454991495450227
23,0.03862369961377038
24,0.07330424926695857
25,0.12638679873616862
26,0.1331611986684194
27,0.1331611986684376
28,0.1052550489475002
29,0.11374814886256526
30,0.1331611986684376
31,0.11374814886254707
32,0.12638679873616862
33,0.12638679873615044
34,0.14579984854202277
35,0.14579984854202277
36,0.12800469871999073
37,0.11051269889489053
38,0.1129392988706234
39,0.09514414904857314
40,0.1331611986684194
41,0.17047069829529835
42,0.17047069829531653
43,0.17047069829531653
44,0.18078389819218504
45,0.18128944818712758
46,0.17299844827002922
47,0.13912679860876295
48,0.1386212486138204
49,0.17198734828016232
