Iteration,Reward
0,0.030171089698274374
1,0.024630289753665328
2,0.016238209837610155
3,0.008412329915868627
4,0.014782229852178412
5,0.01807838981920759
6,0.02465049975348383
7,0.02452915975471027
8,0.013407119865921377
9,0.003296179967035749
10,0.027441099725585373
11,0.003296179967035749
12,0.003296179967035749
13,0.011910689880897354
14,0.01449910985500592
15,0.01251734987482476
16,0.011910689880897354
17,0.009382959906173043
18,0.008007869919922576
19,0.01160738988391622
20,0.009018969909807655
21,0.025459469745410544
22,0.022830599771709696
23,0.025459469745410544
24,0.01251734987482476
25,0.008978519910215373
26,0.020302869796985385
27,0.020302869796985385
28,0.021313969786870463
29,0.010798589892008976
30,0.009099939909015213
31,0.009099939909015213
32,0.009099939909015213
33,0.021313969786870463
34,0.020302869796985385
35,0.011526549884733181
36,0.01613712983861695
37,0.011526549884733181
38,0.0200197597997798
39,0.0200197597997798
40,0.021071289789268775
41,0.0200197597997798
42,0.021071289789268775
43,0.026248079737505862
44,0.031182239688157688
45,0.06003889939959237
46,0.027299609726994842
47,0.026248069737520766
48,0.027299609726994842
49,0.027299609726994842
