Iteration,Reward
0,-0.20699118793007787
1,-0.02388191976116606
2,0.005561149944418966
3,0.01300277986999656
4,0.028775789712241793
5,0.028290439717078085
6,0.017694169823053513
7,0.017855949821434257
8,0.017855949821434257
9,0.01777505982225298
10,0.001597509984035416
11,0.001597509984035416
12,0.001597509984035416
13,0.004752129952494014
14,0.008877399911245408
15,0.0024064399759489903
16,0.0024064399759489903
17,0.0024873299751302673
18,0.0024873299751302673
19,0.0013548899864716324
20,0.0062081099379439455
21,0.0062081099379439455
22,0.0062081099379439455
23,0.004833019951693481
24,0.0092413799076257
25,0.001840189981618912
26,0.033345949666579514
27,0.004833019951693481
28,0.03472103965282998
29,0.06497301935030382
30,0.00899872991005206
31,0.05057501949428277
32,0.0698262693017678
33,0.05057501949428277
34,0.048957249510467
35,0.048957249510467
36,0.05219275947810687
37,0.0645685493543363
38,0.06618628933817859
39,0.046935039530675376
40,0.045519519544839196
41,0.06982623930177614
42,0.07306174926941601
43,0.07152489928477318
44,0.0678849793211673
45,0.05166698948336075
46,0.0678849793211673
47,0.05017054949833343
48,0.05017054949833343
49,0.042284009577181134
