Iteration,Reward
0,0.11526484884733654
1,0.10667053893329015
2,0.10667053893329015
3,0.12790352872096794
4,0.16329184836706842
5,0.16126964838729826
6,0.16329184836706842
7,0.16329184836706842
8,0.16329184836706842
9,0.16329184836706842
10,0.1705717482942635
11,0.1705717482942635
12,0.1705717482942635
13,0.1705717482942635
14,0.17963115820367834
15,0.17963115820367834
16,0.17963115820367834
17,0.17963115820367834
18,0.17963115820367834
19,0.20693069793068655
20,0.21249171787508103
21,0.20693069793068655
22,0.24753624752463127
23,0.26088268739117165
24,0.23265293767345965
25,0.1978712880212717
26,0.23265293767345965
27,0.29291416707084383
28,0.23265293767345965
29,0.23265293767345965
30,0.30892990691068895
31,0.2964529970354532
32,0.2964529970354532
33,0.32140681678590655
34,0.30892990691068895
35,0.2964529970354532
36,0.23265293767345965
37,0.2122490478774826
38,0.30892990691068895
39,0.22130845778689745
40,0.2122490478774826
41,0.18877143811226788
42,0.22359352776404484
43,0.23265293767345965
44,0.2122490478774826
45,0.22359352776404484
46,0.2964529970354532
47,0.2964529970354532
48,0.2964529970354532
49,0.2964529970354532
