Day,Profit
0,0
1,-3.0737279999993916
2,0.27501699999993434
3,0.27501699999993434
4,0.27501699999993434
5,-16.71136800000022
6,-20.027758000000176
7,-23.101485999999568
8,-26.215656999998828
9,-29.556313999999475
10,-13.297913999998855
11,0.4529740000016318
12,0.4529740000016318
13,0.4529740000016318
14,0.4529740000016318
