Day,Profit
0,0
1,0
2,0
3,0
4,0
5,-16.986385000000155
6,-33.568334999999934
7,-48.93697500000053
8,-64.50783000000047
9,-47.80454500000087
10,-31.54614500000025
11,-14.357535000001008
12,-30.13061000000016
13,-46.186789999999746
14,-30.009275000000343
15,-12.942000000000917
16,4.044384999999238
17,4.044384999999238
