Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,-16.58194999999978
7,-31.950590000000375
8,-47.52144500000031
9,-47.52144500000031
10,-31.263044999999693
11,-14.074435000000449
12,1.6986399999987043
13,-14.357540000000881
14,1.8199749999985215
15,1.8199749999985215
16,1.8199749999985215
17,1.8199749999985215
