Iteration,Reward
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.005338589946624401
61,0.0
62,0.005338589946624401
63,0.005338589946624401
64,0.005338589946624401
65,0.005338589946624401
66,0.005338589946624401
67,0.005338589946624401
68,0.005338589946624401
69,0.005338589946624401
70,0.005338589946624401
71,0.005338589946624401
72,0.004044379959570118
73,0.004044379959570118
74,0.004044379959570118
75,0.004044379959570118
76,0.004044379959570118
77,0.005338589946624401
78,0.005338589946624401
79,0.005338589946624401
80,0.005338589946624401
81,0.005338589946624401
82,0.005338589946624401
83,0.005338589946624401
84,0.004044379959570118
85,0.005338589946624401
86,0.005338589946624401
87,0.005338589946624401
88,0.005338589946624401
89,0.005338589946624401
90,0.00800788991992915
91,0.004044379959570118
92,0.005338589946624401
93,0.004044379959570118
94,0.004044379959570118
95,0.004044379959570118
96,0.004044379959570118
97,0.026692879733099
98,0.004044379959570118
99,0.004044379959570118
