Iteration,Reward
0,-0.029220699707798316
1,-0.002729999972692288
2,-0.002729999972692288
3,-0.002729999972692288
4,-0.029220699707798316
5,-0.029220699707798316
6,-0.002729999972692288
7,-0.002729999972692288
8,-0.002729999972692288
9,-0.002729999972692288
10,-0.002729999972692288
11,-0.002729999972692288
12,-0.002729999972692288
13,-0.002729999972692288
14,-0.002729999972692288
15,-0.00467129995327788
16,-0.002729999972692288
17,-0.00467129995327788
18,-0.00467129995327788
19,-0.002729999972692288
20,-0.0037006499629850835
21,-0.010818799891809285
22,-0.002729999972692288
23,-0.002729999972692288
24,0.0013952699860591059
25,-0.002729999972692288
26,0.0013952699860591059
27,0.014499089855035728
28,0.004549889954517704
29,0.010373819896284336
30,0.024690929753105915
31,0.03732957962672748
32,0.025115509748859087
33,0.021232909787669715
34,0.025358179746439297
35,0.03878554961215593
36,0.05033221949667804
37,0.05340589946593894
38,0.055832529441681655
39,0.05583252944169985
40,0.03983701960164339
41,0.056641409433597
42,0.04839091951611064
43,0.04521608954785174
44,0.05548876944514135
45,0.0528194694718366
46,0.050959049490428995
47,0.05565050944352713
48,0.05136352948636343
49,0.05678302943217567
50,0.04962448950374252
51,0.04954360950456453
52,0.054174409458251895
53,0.04954360950456453
54,0.04954360950456453
55,0.05140402948597214
56,0.047683189523156935
57,0.05148490948515013
58,0.04849206951509046
59,0.05229378947704728
60,0.05490240945097106
61,0.06511446934888121
62,0.07146412928536265
63,0.055933749440666286
64,0.08474994915250542
65,0.08329398916708024
66,0.06711646932885434
67,0.08830898911689693
68,0.08830898911691512
69,0.06928016930720013
70,0.05736948942626968
71,0.06551890934482069
72,0.06551890934482069
73,0.06284960937151594
74,0.06699512933002623
75,0.07146418928534598
76,0.06380011936199505
77,0.08547795914522786
78,0.0655796293442148
79,0.08871346911288593
80,0.05192988948069326
81,0.05142433948575073
82,0.08327377916727995
83,0.08547797914521624
84,0.06869382931307279
85,0.0696240293037733
86,0.09425426905747677
87,0.0859026291409924
88,0.08814725911851441
89,0.08871346911288593
90,0.08834947911652054
91,0.09461825905382398
92,0.09461825905382398
93,0.08733837912661727
94,0.09186807908132305
95,0.06895668931042855
96,0.06895668931042855
97,0.08911788910883701
98,0.08911788910881883
99,0.08911788910883701
