Iteration,Reward
0,0.007745039922576675
1,0.007097939929042082
2,0.007097939929042082
3,0.014681139853200112
4,0.007097939929042082
5,0.015328239846734707
6,0.015328239846734707
7,0.015328239846734707
8,0.01403403985966552
9,0.015651789843492907
10,0.015651789843492907
11,0.03130349968697772
12,0.023720299762819693
13,0.02355859976444704
14,0.024205699757981636
15,0.024205699757981636
16,0.024205699757981636
17,0.03902829960972605
18,0.018240189817613096
19,0.04096959959031164
20,0.025742499742589846
21,0.03397279966028247
22,0.03902829960972605
23,0.025095399749073443
24,0.029038599709635692
25,0.013366699866375332
26,0.021455399785477662
27,0.021455399785477662
28,0.03267859967323147
29,0.025095399749073443
30,0.03773409962267505
31,0.02307319976930329
32,0.02307319976930329
33,0.022264399777396044
34,0.02307319976930329
35,0.02307319976930329
36,0.02307319976930329
37,0.02307319976930329
38,0.018624399813800263
39,0.054801349452002615
40,0.054801349452002615
41,0.054801349452002615
42,0.047925899520750284
43,0.01526754984735045
44,0.01526754984735045
45,0.01943319980570751
46,0.04428589955715451
47,0.047925899520750284
48,0.047925899520750284
49,0.04307264956928631
50,0.04307264956928631
51,0.0463081495369229
52,0.09870309901298965
53,0.1406433485935941
54,0.08483084915170817
55,0.09963334900368842
56,0.10569994894301706
57,0.10986559890137412
58,0.10569994894301706
59,0.049664949503374474
60,0.041859299581421636
61,0.041859299581421636
62,0.13538554864617267
63,0.049664949503374474
64,0.1963545580364724
65,0.2557665574423454
66,0.15099684849006018
67,0.14319119856812554
68,0.041859299581421636
69,0.18927687810726523
70,0.27416843725834605
71,0.2763928572360859
72,0.2604579473954387
73,0.26531119734690267
74,0.26531119734690267
75,0.10517399894830275
76,0.27125642728746613
77,0.10096784899035517
78,0.05047379949527995
79,0.055529299444723526
80,0.055529299444723526
81,0.055529299444723526
82,0.05047379949527995
83,0.09215114907851549
84,0.2701239572987976
85,0.2727123872728913
86,0.2821762371782638
87,0.2828233371717802
88,0.14776134852240538
89,0.14776134852240538
90,0.2815291371847292
91,0.28072033719282197
92,0.27012398729878934
93,0.14141164858591082
94,0.19938782800615415
95,0.18927687810726523
96,0.18927687810726523
97,0.0908569490914463
98,0.09655954903442447
99,0.14646714853533618
