Iteration,Reward
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.020221899797777828
9,0.020221899797777828
10,0.020221899797777828
11,0.020221899797777828
12,0.020221899797777828
13,0.020221899797777828
14,0.020221899797777828
15,0.020221899797777828
16,0.020221899797777828
17,0.020221899797777828
18,0.020221899797777828
19,0.020221899797777828
20,0.020221899797777828
21,0.020221899797777828
22,0.020221899797777828
23,0.020221899797777828
24,0.020221899797777828
25,0.020221899797777828
26,0.020221899797777828
27,0.020221899797777828
28,0.020221899797777828
29,0.020221899797777828
30,0.020221899797777828
31,0.020221899797777828
32,0.020221899797777828
33,0.020221899797777828
34,0.020221899797777828
35,0.020221899797777828
36,0.020221899797777828
37,0.020221899797777828
38,0.020221899797777828
39,0.020221899797777828
40,0.020221899797777828
41,0.020221899797777828
42,0.020221899797777828
43,0.020221899797777828
44,0.020221899797777828
45,0.020221899797777828
46,0.020221899797777828
47,0.020221899797777828
48,0.024266279757329753
49,0.024266279757329753
50,0.024266279757329753
51,0.024266279757329753
52,0.024266279757329753
53,0.024266279757329753
54,0.024266279757329753
55,0.0260457997395346
56,0.024266279757329753
57,0.024266279757329753
58,0.024266279757329753
59,0.024266279757329753
60,0.024266279757329753
61,0.024266279757329753
62,0.024266279757329753
63,0.024266279757329753
64,0.0260457997395346
65,0.0260457997395346
66,0.030818179691805687
67,0.030818179691805687
68,0.030818179691805687
69,0.030818179691805687
70,0.030818179691805687
71,0.036116309638816325
72,0.036116309638816325
73,0.038239609617586254
74,0.0436995495629875
75,0.09694373903055051
76,0.10927913890720735
77,0.10826803891730409
78,0.10927913890720735
79,0.10927913890720735
80,0.10725693892741901
81,0.11635683883642109
82,0.09451718905481586
83,0.10962294890376409
84,0.049968349500297514
85,0.11635683883642109
86,0.09613493903864324
87,0.10462818895370302
88,0.04127298958726777
89,0.09789429902104603
90,0.02640984973588332
91,0.09789429902104603
92,0.08778329912215888
93,0.04632848953671135
94,0.09069524909303726
95,0.09896600901032546
96,0.09886487901135221
97,0.030150949698478875
98,0.04289073957109516
99,0.10396086896038302
