Sample,Total Profit
0,-89.06528400000207
1,-73.23561300000438
2,-60.64140200000111
3,-63.97396800000024
4,-36.44794300000285
5,6.139362999998411
6,-86.298931000003
7,-49.02595400000246
8,-111.06670400000257
9,-39.04442300000301
