Sample,Total Profit
0,1.2214010000006965
1,1.2214010000006965
2,0
3,-1.6501090000001568
4,0
5,0.9140260000003764
6,-4.408373000000211
7,1.2214010000006965
8,-1.2133150000008754
9,-0.48532500000146683
