Sample,Total Profit
0,-0.4853270000003249
1,-0.28310699999929057
2,-1.5773079999999027
3,-0.6875459999992017
4,-0.19412999999985914
5,-13.548667000000933
6,-0.8250590000006923
7,-0.1294209999996383
8,-9.035141000002113
9,0.46105899999929534
