Sample,Total Profit
0,-125.88530800000262
1,-66.36823700000059
2,-66.28734600000098
3,-126.07135000000198
4,-87.68210700000236
5,-20.998420000001715
6,-66.24690200000077
7,-62.25106000000051
8,-83.6619980000014
9,-108.5106560000022
