Sample,Total Profit
0,0.4125229999990552
1,-0.42062500000065484
2,0
3,-0.800796999999875
4,0.16177500000048894
5,0
6,-0.48532500000146683
7,-4.222341000002416
8,0.0
9,-3.906871000001047
