Epoch,Reward
0,-0.5534318835767906
1,-0.5144360257445241
2,-0.47128315506494034
3,-0.20034520932987554
4,-0.18913048121980192
5,-0.17518595447035706
6,-0.06251161048598747
7,-0.039721140269453725
8,-0.025140987970811213
9,-0.022218248222260324
10,-0.018613075813868677
11,-0.01533169718001549
12,-0.0125524756522537
13,0.0033502761887189503
14,0.00103162754523815
15,0.0023666279763342925
16,-0.00030754755247980006
17,0.0013808930973015752
18,-0.005037619282956472
19,0.0007931631031799969
20,-0.006157454827312764
21,0.004739625508159853
22,-0.0539660259047842
23,-0.05703803120739738
24,-0.07995371320046259
25,-0.05703558454075514
26,-0.05804814053062866
27,-0.06223811426650823
28,-0.06109714250013958
29,-0.06169450627194233
30,-0.06057254339427372
31,-0.05310419791340271
32,-0.06610727067225745
33,-0.056638267655837196
34,-0.05824139697313852
35,-0.06338144136618122
36,-0.055322292780104323
37,-0.05537886100176253
38,-0.05512857722648814
39,-0.04719358375028379
40,-0.04809241374129537
41,-0.047849851077053446
42,-0.04658516886748272
43,-0.04629240620374009
44,-0.04414919178073075
45,-0.04611604576106224
46,-0.045361100213056574
47,-0.04332590201118526
48,-0.04208484024581721
49,-0.042258370021861266
50,-0.04054019248348847
51,-0.03547311208971356
52,-0.042843197793789804
53,-0.03264143056247416
54,-0.03137649901956702
55,-0.03211188990110434
56,-0.03522194253666868
57,-0.030382616585063204
58,-0.041365848253007674
59,-0.026590163289653662
60,-0.03158771212856673
61,-0.03021638547561188
62,-0.0278423323882401
63,-0.031990047013429876
64,-0.031936995236185414
65,-0.02666467817779478
66,-0.0017602159823962025
67,0.00024755821974704634
68,-0.022791210216530286
69,-0.03306086389161481
70,-0.02857059482540625
71,-0.025151877081816126
72,-0.029054921487229053
73,-0.0033885524105606315
74,0.008164350807245596
75,-0.012474617208588347
76,-0.03239340789828854
77,-0.0011936606547335348
78,-0.11363545153031385
79,-0.101282867876063
80,-0.09361391395275184
81,-0.09250970174157086
82,-0.09203935996849645
83,-0.08537738203511618
84,-0.08017305164271844
85,-0.08240097184265947
86,-0.08993506621176064
87,-0.07769673011192153
88,-0.07993080031180295
89,-0.06518003157042179
90,-0.07141334239697951
91,-0.07652725879028459
92,-0.056937013652852156
93,-0.0392218660522266
94,-0.0404893755951072
95,-0.03925527338522617
96,-0.030403674140408496
97,-0.02479836641868473
98,-0.0281166670521664
99,-0.016908233164251836
100,-0.011212264110099221
101,-0.013790741195425529
102,-0.023852881761469994
103,-0.021630038894808013
104,-0.04521374599230718
105,-0.02697113417473229
106,-0.021901084892098396
107,-0.03612266208321997
108,-0.03496580787256585
109,-0.03304780478063223
110,-0.028572711714270303
111,-0.007203079705747832
112,-0.007580950146417629
113,-0.03140948079702159
114,-0.035612424088328654
115,-0.038756619390214866
116,-0.010103491010085173
117,-0.004781621063299269
118,-0.009352275462040554
119,-0.0074095454814649625
120,-0.0021220453121167096
121,0.00653054682357702
122,0.03385408588367595
123,0.03409091743686256
124,0.011599873661772439
125,0.031801730570869484
126,0.005973477495813232
127,0.04888324995560016
128,0.014101469192313377
129,0.01585121917481854
130,0.05282508969396462
131,-0.01891100114422423
132,0.05281398791629874
133,0.06817886509598299
134,0.0700870757435704
135,0.07595213835158701
136,-0.014209026080138161
137,0.013666496085553712
138,-0.00688221526451518
139,0.07257747816310679
140,-0.030465129473134987
141,-0.04112263781100112
142,0.03338647544390696
143,-0.01607806850589073
144,-0.021314460453526536
145,-0.023311629100223035
146,-0.00830621791694299
147,-0.02401840820426486
148,-0.034612969431656024
149,-0.039255707829673886
150,-0.039687132492025844
151,0.019153843364011287
152,-0.12241676544250621
153,-0.014350182078723652
154,-0.016707289832934867
155,-0.003525205075863636
156,0.02820226927352743
157,0.015931418729566642
158,-0.13179494090428304
159,-0.20768766436757607
160,-0.2006491215490714
161,0.018729042479366617
162,0.039279235607199675
163,-0.03350291233164539
164,0.06430545580137859
165,0.020497052683908987
166,0.003950973293811456
167,-0.19108328631139912
168,-0.1142956855237186
169,0.06875217531246952
170,0.10882347246731414
171,-0.11359608686404606
172,-0.3188511674781631
173,-0.3948029471630895
174,-0.13287471422681765
175,-0.2856590706989732
176,-0.3498844618344981
177,-0.5079127002542189
178,-0.14198275324684514
179,-0.1312673055762266
180,-0.010516760783728665
181,-0.011272948998392953
182,-0.07460269458731358
183,-0.11517739395934573
184,-0.13463685576475076
185,-0.11740715282593826
186,-0.06756745465766813
187,-0.14667113631107875
188,-0.09925056900750576
189,-0.217483470047398
190,-0.08565255269903942
191,-0.2115308632180332
192,-0.15034225827436612
193,-0.4137162876406251
194,-0.2554405196678292
195,-0.057400069203784786
196,-0.11934285391769087
197,-0.1816131830727679
198,-0.35652490999031833
199,-0.1781351131075488
200,-0.17791195955422476
201,-0.17744783666997194
202,-0.37164881961685486
203,-0.18219526017805496
204,-0.21975228580248535
205,-0.18314790594630817
206,-0.026113731738869925
207,-0.17814041044082898
208,-0.14794469296500615
209,-0.10557722494423827
210,-0.2141192594143719
211,-0.08332186050012531
212,-0.19357482784204097
213,-0.17740975355924865
214,-0.18435020504540045
215,-0.06594947911829681
216,-0.129911678700898
217,-0.030672650582173652
218,-0.11671953772170594
219,-0.1095838177930615
220,0.02129254067595265
221,-0.015064774960472432
222,-0.05240788325370835
223,-0.01841618470473696
224,-0.07595658257377977
225,-0.025326386413413372
226,-0.019555730026674732
227,-0.011167213221672459
228,0.0068346830427543515
229,-0.028074388830378227
230,-0.03334081433326768
231,-0.029783484368843764
232,-0.014581794743079649
233,0.040048742932834454
234,0.049397647061567095
235,0.013502852976069827
236,-0.024931566417359823
237,-0.0635284458091709
238,0.04421665311337897
239,0.04088809270221949
240,-0.014204307857964107
241,0.003926939738497799
242,2.3710888643295913e-05
243,-0.043642496674695413
244,0.010424475895746126
245,-0.0660261822286373
246,-0.02152478534031781
247,0.001162889988359769
248,-0.03475796965242993
249,-0.016526246945861224
250,-0.03829683495037461
251,-0.01904761558730948
252,-0.010279878341654258
253,-0.037198647628022184
254,-0.0064413594911497795
255,-0.011185568110376765
256,-0.02738238572618453
257,-0.012971649870291091
258,-0.017319313382368633
259,-0.019522279804786713
260,0.018703428924070245
261,-0.02730155706032521
262,0.019455222027665656
263,-0.05285363658258141
264,-0.011574297884264614
265,-0.043746425562537675
266,-0.09131691642016967
267,-0.04650013597944929
268,-0.08292010872636148
269,-0.06858851753634287
270,-0.07642601945796669
271,-0.1040261407375228
272,-0.1011610214328387
273,-0.21260843587392303
274,-0.10492002517302933
275,-0.23830748139470898
276,-0.14598365676239206
277,-0.15027358560838022
278,-0.10589551160771599
279,0.026764357287906947
280,-0.012206010100164436
281,-0.009975866122468783
282,-0.08887990888898573
283,-0.202849371082623
284,-0.050349913496504674
285,-0.037457591625431816
286,-0.09593819370729215
287,-0.0898061895463905
288,-0.0687265673127412
289,-0.048185739740371325
290,-0.012297869877030342
291,-0.20015925266508316
292,-0.14271463123952746
293,-0.02953819837129303
294,-0.05468189656429846
295,-0.10201126231322927
296,-0.04792394885410327
297,-0.09049093287287692
298,-0.15030957983024468
299,-0.22759102394632125
300,-0.21717932382821492
301,-0.10612150027212638
302,-0.26693518977510244
303,-0.20093139243513725
304,-0.2163445745032279
305,-0.26642101311357796
306,-0.09431864439015886
307,-0.079124344542099
308,-0.08100374163441568
309,-0.05964557673688874
310,-0.07324253437869757
311,-0.0867142717995349
312,-0.07085039995817442
313,-0.10435565917867405
314,-0.01780052982200521
315,-0.028342307272140543
316,-0.08685301246481492
317,-0.16826040053962832
318,-0.17968784620313227
319,-0.06450219402165318
320,-0.09205932507941599
321,-0.06918742619702098
322,-0.21515853229286772
323,-0.10436920362298363
324,-0.08038543475171005
325,-0.1294708364830805
326,-0.1672587081052018
327,-0.12181106722634313
328,-0.15214992758962126
329,-0.05542810966794924
330,-0.053122131468788795
331,-0.09609641170571068
332,-0.011905205214289024
333,-0.07746949655864484
334,0.02523378019209859
335,-0.008606493913944423
336,-0.01277957120554776
337,-0.058002377197762654
338,-0.024935755972872592
339,-0.04335969534419082
340,-0.09015117198738884
341,-0.15672481354387335
342,-0.11154882466229996
343,-0.03698628963014674
344,-0.06597469400693012
345,-0.06676173422127925
346,0.026660363288940243
347,-0.05446974012198088
348,-0.08394606582721555
349,-0.051729489927159304
350,-0.019999270022239123
351,-0.05230182858810256
352,-0.08067302274883545
353,-0.04101070825657076
354,-0.07333027815559738
355,-0.051419731041369904
356,-0.15803930908628405
357,-0.040208921597921304
358,-0.027287298171583835
359,-0.04414315511413465
360,-0.05405690212610867
361,-0.03628329985939976
362,-0.021167362899448077
363,0.032988412114547935
364,-0.07444519036666944
365,-0.02950498837162814
366,-0.1021500514229514
367,-0.003281436411639004
368,-0.036449854524400215
369,-0.04387519689459485
370,-0.041349023142076946
371,-0.0633353458111003
372,0.05762017720156365
373,-0.08938939066167136
374,0.08710911490667331
375,0.03631926274791025
376,0.057007366763247226
377,-0.0680812075414179
378,-0.12729952294923358
379,0.0021638615339070718
380,0.05755644542442208
381,-0.07310440460230055
382,-0.0634194858102595
383,-0.01991945468970772
384,0.05350937924267375
385,0.16663347522254182
386,0.11644868172438905
387,0.11674465683254373
388,0.04717115375050031
389,0.13866884327996776
390,0.07618191612705846
391,0.07830199943918986
392,0.1325827715630477
393,0.14286117212693103
394,0.01838113381617746
395,0.017345239382088814
396,0.12920133737464318
397,0.10147392120747198
398,0.0642233238021971
399,0.07164615395019139
400,0.07101501862317053
401,0.029649283259050037
402,0.044990067550086416
403,-0.011510902551569299
404,0.03287193367126906
405,0.09024240354200859
406,0.12139432811937767
407,0.07141719839692655
408,0.13505088242725535
409,0.0991509990084763
410,0.12257133499649567
411,0.06450015179942907
412,0.09655336392334285
413,0.12294365321499592
414,0.08211213428997548
415,0.028472432381928713
416,0.08646416113534364
417,0.16451384324373636
418,0.04506111310493472
419,0.04835187129424859
420,0.09955823900440681
421,0.09880875767856762
422,0.07173787683816567
423,0.1059192916074634
424,0.12098477323458566
425,0.14518900943698684
426,0.14444431411110153
427,0.105224882503295
428,0.07473981280814809
429,0.1153656675129999
430,0.13272841667270172
431,0.1450156523276104
432,0.07532477835784948
433,0.1518145560373988
434,0.11387537663901208
435,0.18381874327291134
436,0.20563593416585207
437,0.1914805098629588
438,0.1875820865686116
439,0.1716290876170323
440,0.1892157052189426
441,0.2229520162149123
442,0.23780486762194075
443,0.18186708862576093
444,0.21168890521643288
445,0.2015066275404789
446,0.1984528697932386
447,0.19066277476002602
448,0.17127954206497187
449,0.16290846770423884
450,0.14176407924901563
451,0.18410047082565237
452,0.15175788492685105
453,0.19457953249863918
454,0.13451197354375663
455,0.11491918329523715
456,0.12421529098005442
457,0.13316188400170062
458,0.16290168192652488
459,0.1630123648143078
460,0.1466549538667736
461,0.17198473494681
462,0.1672724709939306
463,0.21083963300270095
464,0.2040395132929278
465,0.18639498080270414
466,0.20572117172055432
467,0.21785224404369155
468,0.16567657900988794
469,0.1684684707597499
470,0.18190335751428685
471,0.19587813137453963
472,0.1671160418843842
473,0.2040759550703388
474,0.2603621049519222
475,0.18074418019254546
476,0.17613294868310103
477,0.17160738139502713
478,0.1666714687777189
479,0.18149409640727004
480,0.19477412871891187
481,0.1261001345167672
482,0.1707457756258637
483,0.16136749171964798
484,0.21126069855404878
485,0.19274780873917502
486,0.17549446113393286
487,0.15534784800206874
488,0.18527906970275337
489,0.1909571667570848
490,0.12949753803834507
491,0.17716225911725544
