Sample,Total Profit
0,-1.730993999997736
1,0.873583000002327
2,0.9059420000012324
3,0.9059420000012324
4,-2.887686999996731
5,-2.887686999996731
6,0.5095900000032998
7,1.6339290000032634
8,0.21030600000085542
9,0.9382930000028864
