Sample,Total Profit
0,2.1435249999994994
1,2.1435249999994994
2,2.1435249999994994
3,2.1435249999994994
4,2.1435249999994994
5,2.1435249999994994
6,2.1435249999994994
7,2.1435249999994994
8,2.7501849999989645
9,2.7501849999989645
