Sample,Total Profit
0,4.044384999999238
1,4.044384999999238
2,4.044384999999238
3,1.0110999999997148
4,2.1030849999988277
5,1.0110999999997148
6,4.044384999999238
7,1.0110999999997148
8,4.044384999999238
9,-0.12132999999994354
