Sample,Total Profit
0,2.6288499999991473
1,3.518609999999171
2,2.6288499999991473
3,2.6288499999991473
4,2.6288499999991473
5,2.6288499999991473
6,3.518609999999171
7,2.6288499999991473
8,2.6288499999991473
9,2.6288499999991473
