Sample,Total Profit
0,0.4529740000016318
1,0.33163900000181457
2,0.873583000002327
3,-1.7552539999978762
4,0.4529740000016318
5,0.4529740000016318
6,0.4529740000016318
7,0.873583000002327
8,0.873583000002327
9,0.873583000002327
