Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,-3.11417099999926
10,-16.4444429999985
11,-19.67994599999838
12,-3.3406559999984893
13,0.43679400000110036
14,0.43679400000110036
15,0.43679400000110036
16,-19.987315999998827
17,1.6096640000014304
18,1.6096640000014304
19,1.6096640000014304
20,1.6096640000014304
21,-2.5155999999988126
22,1.706731000002037
