Day,Profit
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,-15.570854999999938
10,-32.23369500000081
11,-16.056180000001405
12,0.2831099999984872
13,0.2831099999984872
14,0.2831099999984872
15,0.2831099999984872
16,-20.909435000001395
17,-0.48532500000146683
18,-0.48532500000146683
19,-0.48532500000146683
20,-0.48532500000146683
21,-4.553969000002326
22,-8.679233000002569
23,-0.23457100000268838
